33,Sarah Jane Smith,FO,16.0,Unstable Gelonite,222.0,70.00,1.00,15540.000,222.000,2521.92000,18283.92000
34,Miles O'Brien,OS,31.0,Isomorphic Gelite,64.0,84.78,8.00,5425.920,512.000,1840.75520,7778.67520
35,Neelix,HR,37.0,Stableized Bendezil,166.0,11.18,5.00,1855.880,830.000,993.77560,3679.65560
36,Donna Noble,HM,44.0,Stableized Bendezil,95.0,11.18,5.00,1062.100,475.000,676.32400,2213.42400
37,Pavel Chekov,WO,22.94,Contraril,295.0,78.88,8.79,23269.600,2593.050,5932.89191000000051725300,31795.54191000000051725300
38,Darth Maul,LF,11.72,Charged Ectonium,239.0,48.00,4.47,11472.000,1068.330,1469.72667600000012540330,14010.05667600000012540330
39,B'Elanna Torres,LF,11.72,Stableized Primonite,200.0,36.00,8.00,7200.000,1600.000,1031.36000000000008800000,9831.36000000000008800000
40,Pavel Chekov,CV,16.0,Positive Covalon,283.0,1.18,9.00,333.940,2547.000,460.95040,3341.89040
41,Boba Fett,IR,41.18,Reticuloril,143.0,235.00,98.00,33605.000,14014.000,19609.5042000,67228.5042000
42,Rory Williams,DO,17.2,Opaque Xanthus,216.0,89.00,8.00,19224.000,1728.000,3603.744000,24555.744000
43,Worf,CY,34.0,Metallomite,42.0,63.00,2.00,2646.000,84.000,928.20000,3658.20000
44,Tuvok,FM,44.0,Gaseous Venusil,177.0,19.90,9.00,3522.300,1593.000,2250.73200,7366.03200
45,Wade Watts,LC,27.0,Non-flammable Ultrine,100.0,46.00,6.37,4600.000,637.000,1413.99000,6650.99000
46,Data,SC,3.47,Crystalized Hermimite,81.0,92.00,9.00,7452.000,729.000,283.8807000,8464.8807000
47,B'Elanna Torres,AA,-2.0,Flammable Evomite,252.0,52.00,8.00,13104.000,2016.000,-302.40000,14817.60000
48,Qui-Gon Jinn,LC,27.0,Stableized Neumite,150.0,73.00,7.00,10950.000,1050.000,3240.00000,15240.00000
49,Greedo,AS,28.0,Refractive Sinistrium,182.0,54.07,0.06,9840.740,10.920,2758.46480,12610.12480
50,Wade Watts,SC,3.47,Solidified Monogen,86.0,79.00,2.00,6794.000,172.000,241.7202000,7207.7202000
51,Leonard McCoy,AA,-2.0,Chloril,367.0,82.66,5.09,30336.220,1868.030,-644.08500,31560.16500
52,Odo,WR,42.42,Lithite,348.0,18.00,8.90,6264.000,3097.200,3971.0210400,13332.2210400
29,Jean-Luc Picard,TF,24.63,Refractive Axonus,213.0,26.36,3.74,5614.680,796.620,1579.1031900,7990.4031900
30,Lando Calrissian,TS,28.83,Posisite,31.0,92.04,9.41,2853.240,291.710,906.6890850,4051.6390850
31,Quark,CM,2.0,Non-refractive Nonite,195.0,28.24,1.24,5506.800,241.800,114.97200,5863.57200
