1,Amy Pond,VS,0.0,Electrocite,234.0,12.41,9.00,2903.940,2106.000,0.0000,5009.9400
2,Boba Fett,TA,-1.21,Bromogen,137.0,31.00,8.45,4247.000,1157.650,-65.3962650,5339.2537350
3,Martha Jones,FH,19.0,Isomorphic Gelite,270.0,84.78,8.00,22890.600,2160.000,4759.61400,29810.21400
4,Lando Calrissian,WF,6.29,Unstable Plutosium,292.0,86.94,4.21,25386.480,1229.320,1674.1338200,28289.9338200
5,Jean-Luc Picard,CY,34.0,Stableized Bendezil,193.0,11.18,5.00,2157.740,965.000,1061.73160,4184.47160
6,C-3PO,IR,41.18,Destresium,202.0,95.84,7.08,19359.680,1430.160,8561.2561120,29351.0961120
7,Samantha Carter,VS,0.0,Charged Acoustirus,191.0,21.27,5.01,4062.570,956.910,0.0000,5019.4800
8,Darth Sidious,BF,3.0,Dyspromite,216.0,18.00,3.00,3888.000,648.000,136.08000,4672.08000
9,Miles O'Brien,SM,-4.0,Munium,241.0,26.00,9.28,6266.000,2236.480,-340.09920,8162.38080
10,Quark,LB,23.0,Vanadogen,162.0,3.00,7.07,486.000,1145.340,375.20820,2006.54820
11,Senator Palpatine,RK,19.0,Crystalized Hermimite,175.0,92.00,9.00,16100.000,1575.000,3358.25000,21033.25000
12,Martha Jones,WZ,9.58,Dynagen,289.0,41.00,8.95,11849.000,2586.550,1382.9256900,15818.4756900
13,Daniel Jackson,FO,16.0,Non-refractive Nonite,4.0,28.24,1.24,112.960,4.960,18.86720,136.78720
14,Neelix,FO,16.0,Etherecite,259.0,27.00,2.00,6993.000,518.000,1201.76000,8712.76000
15,Ender Wiggin,TS,28.83,Etheregen,330.0,36.00,7.50,11880.000,2475.000,4138.5465000,18493.5465000
16,Tuvok,WG,2.07,Unstable Etheronite,297.0,88.01,4.00,26138.970,1188.000,565.6682790,27892.6382790
