130,Boba Fett,LI,0.22,Turbus,122.0,85.00,2.00,10370.000,244.000,23.3508000,10637.3508000
131,Miles O'Brien,LO,18.65,Eternigen,142.0,74.97,1.00,10645.740,142.000,2011.9135100,12799.6535100
132,Q,CC,33.0,Dynagen,270.0,41.00,8.95,11070.000,2416.500,4450.54500,17937.04500
133,Clara Oswald,VS,0.0,Selenanium,338.0,21.00,8.00,7098.000,2704.000,0.0000,9802.0000
134,R2-D2,WR,42.42,Destablilized Citridium,206.0,82.00,6.23,16892.000,1283.380,7709.9961960,25885.3761960
135,Darth Maul,FM,44.0,Adamantogen,34.0,61.00,5.84,2074.000,198.560,999.92640,3272.48640
136,Q,CI,38.71,Selenanium,68.0,21.00,8.00,1428.000,544.000,763.3612000,2735.3612000
137,Pavel Chekov,IC,30.06,Refractive Sinistrium,157.0,54.07,0.06,8488.990,9.420,2554.6220460,11053.0320460
138,BB-8,FA,11.0,Aluminine,228.0,92.77,251.25,21151.560,57285.000,8628.02160,87064.58160
139,Rory Williams,CV,16.0,Sthenocite,168.0,82.84,7.86,13917.120,1320.480,2438.01600,17675.61600
140,Rory Williams,CR,17.0,Gaseous Venusil,254.0,19.90,9.00,5054.600,2286.000,1247.90200,8588.50200
141,Jonas Quinn,CV,16.0,Albedonite,349.0,18.00,6.00,6282.000,2094.000,1340.16000,9716.16000
142,Samantha Carter,TM,15.33,Cyclonite,190.0,21.39,8.82,4064.100,1675.800,879.9266700,6619.8266700
143,Greedo,CO,18.36,Hypogen,153.0,23.16,6.00,3543.480,918.000,819.12772799999995538520,5280.60772799999995538520
144,Wesley Crusher,LC,27.0,Lithite,303.0,18.00,8.90,5454.000,2696.700,2200.68900,10351.38900
145,Tasha Yar,LF,11.72,Stableized Adamogen,370.0,87.00,2.00,32190.000,740.000,3859.39600000000032930000,36789.39600000000032930000
146,Quark,TS,28.83,Vanadogen,43.0,89.62,5.40,3853.660,232.200,1177.9534380,5263.8134380
