53,Hiro Protagonist,LB,23.0,Conductive Counteresium,275.0,97.00,8.00,26675.000,2200.000,6641.25000,35516.25000
54,Geordi La Forge,IC,30.06,Leinium,262.0,2.00,0.00,524.000,0.000,157.5144000,681.5144000
55,Wesley Crusher,MM,1.0,Contraril,227.0,78.88,8.79,17905.760,1995.330,199.01090,20100.10090
56,Tuvok,FH,19.0,Refractive Sinistranium,111.0,43.00,2.00,4773.000,222.000,949.05000,5944.05000
57,Teal'c,HM,44.0,Sthenodium,108.0,87.39,2.33,9438.120,251.640,4263.49440,13953.25440
58,Data,WG,2.07,Opaque Xanthus,296.0,89.00,8.00,26344.000,2368.000,594.3384000,29306.3384000
59,Ender Wiggin,TA,-1.21,Radioactive Turbanium,181.0,95.42,4.26,17271.020,771.060,-218.3091680,17823.7708320
60,Jabba the Hutt,WF,6.29,Unstable Plutosium,146.0,86.94,4.21,12693.240,614.660,837.0669100,14144.9669100
61,Greedo,TA,-1.21,Sarconite,66.0,77.00,8.24,5082.000,543.840,-68.0726640,5557.7673360
62,K-9,MO,1.0,Negative Hydrite,157.0,7.14,4.10,1120.980,643.700,17.64680,1782.32680
63,Pavel Chekov,TM,15.33,Common Dynacite,262.0,369.33,177.41,96764.460,46481.420,21959.5934040,165205.4734040
64,Jack O'Neill,TO,25.86,Charged Ectonium,238.0,48.00,4.47,11424.000,1063.860,3229.3605960,15717.2205960
65,Samantha Carter,OS,31.0,Common Cryite,270.0,20.00,8.89,5400.000,2400.300,2418.09300,10218.39300
66,Martha Jones,AM,42.0,Isomorphic Gelite,322.0,84.78,8.00,27299.160,2576.000,12547.56720,42422.72720
67,Lando Calrissian,TF,24.63,Hypogen,174.0,23.16,6.00,4029.840,1044.000,1249.6867920,6323.5267920
68,Admiral Gial Ackbar,WF,6.29,Metallesium,294.0,15.18,1.00,4462.920,294.000,299.2102680,5056.1302680
